HouseholdId,HouseholdZone,ExpansionFactor,NumberOfPersons,DwellingType,Vehicles,IncomeClass,MACROZONA,MUNICIPIO,NumberOfFormalWorkers,NumberOfInformalWorkers,NumberOfLicenses,DistanceEmployment,DistanceSchool,ZONA,AREA,POBTOT,ZoneDensity
11489,457,1.0,2,1,1,3,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,457,1.77877,18932,10643.30970277214
11490,589,1.0,1,1,0,4,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11491,457,226.4696001109845,5,1,3,6,42.0,San Nicolás de los Garza,4,0,5,11.243046333333334,-1.0,457,1.77877,18932,10643.30970277214
11492,457,160.33246025556426,3,1,1,4,42.0,San Nicolás de los Garza,1,0,3,-1.0,2.417,457,1.77877,18932,10643.30970277214
11493,457,210.52301154039384,5,1,0,4,42.0,San Nicolás de los Garza,2,0,4,15.195,-1.0,457,1.77877,18932,10643.30970277214
11494,589,1.0,1,1,1,4,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11495,589,1.0,1,1,0,3,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11496,589,1.0,1,1,1,4,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11497,589,1.0,1,1,1,5,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11498,564,342.40975849522147,3,1,1,5,18.0,Monterrey,1,0,3,1.586963,-1.0,564,1.068431,6578,6156.691447552533
11499,493,317.90964654776275,5,1,1,5,53.0,Guadalupe,1,0,5,5.313243,13.5785,493,1.837613,6203,3375.5747265610335
11500,564,1.0,1,1,1,4,18.0,Monterrey,0,1,1,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11501,564,1.0,1,1,0,3,18.0,Monterrey,0,0,1,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11502,564,1.0,1,1,1,4,18.0,Monterrey,1,0,1,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11503,493,387.7176994989034,5,1,3,6,53.0,Guadalupe,3,0,5,11.376672,-1.0,493,1.837613,6203,3375.5747265610335
11504,564,1.0,1,1,0,3,18.0,Monterrey,0,0,1,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11505,499,333.94663168518696,3,1,1,6,53.0,Guadalupe,3,0,3,7.29849,-1.0,499,1.398799,5780,4132.116193963536
11506,499,411.7731772050399,3,1,3,6,53.0,Guadalupe,3,0,3,4.206,-1.0,499,1.398799,5780,4132.116193963536
11507,425,168.84800546669592,2,1,0,4,12.0,Monterrey,1,0,2,0.491758071,-1.0,425,2.176434,13031,5987.316867867346
11508,425,193.04429285444675,3,1,0,3,12.0,Monterrey,1,1,3,8.032,-1.0,425,2.176434,13031,5987.316867867346
11509,425,242.38367887555603,2,1,1,4,12.0,Monterrey,1,0,2,0.491758071,-1.0,425,2.176434,13031,5987.316867867346
11510,425,168.84800546669592,2,1,1,4,12.0,Monterrey,0,0,2,-1.0,-1.0,425,2.176434,13031,5987.316867867346
11511,618,1.0,2,1,1,4,31.0,General Escobedo,0,1,2,-1.0,-1.0,618,0.579147,4182,7220.964625561386
11512,425,1.0,2,1,1,5,12.0,Monterrey,1,0,2,-1.0,-1.0,425,2.176434,13031,5987.316867867346
11513,10,77.9908897793025,2,1,1,4,21.0,San Pedro Garza García,1,0,2,1.453,-1.0,10,1.618315,8018,4954.536045207516
11514,10,109.53192657885909,1,1,1,3,21.0,San Pedro Garza García,0,0,1,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11515,494,245.45295125492063,7,1,0,2,53.0,Guadalupe,1,0,4,11.716,0.317435383,494,0.906887,12103,13345.653868673826
11516,425,243.09378730976172,6,1,0,3,12.0,Monterrey,1,0,3,10.001,-1.0,425,2.176434,13031,5987.316867867346
11517,425,315.9193522844161,1,1,1,2,12.0,Monterrey,0,0,1,-1.0,-1.0,425,2.176434,13031,5987.316867867346
11518,10,97.4407398785954,2,1,1,4,21.0,San Pedro Garza García,0,0,2,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11519,10,103.48633322872725,2,1,2,5,21.0,San Pedro Garza García,0,0,2,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11520,425,247.9543619100015,8,1,0,4,12.0,Monterrey,2,0,5,9.962,5.877,425,2.176434,13031,5987.316867867346
11521,500,250.45997376389025,3,1,1,4,53.0,Guadalupe,1,0,3,25.317,-1.0,500,1.035845,11771,11363.669274843245
11522,500,232.93539498249675,2,1,1,3,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11523,10,109.53192657885909,1,1,2,5,21.0,San Pedro Garza García,0,0,1,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11524,425,168.84800546669592,2,1,1,2,12.0,Monterrey,0,1,2,1.453379,-1.0,425,2.176434,13031,5987.316867867346
11525,10,109.53192657885909,2,1,1,5,21.0,San Pedro Garza García,0,0,2,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11526,425,205.14243654832217,2,1,1,4,12.0,Monterrey,0,2,2,6.3340755,-1.0,425,2.176434,13031,5987.316867867346
11527,425,168.84800546669592,1,1,0,2,12.0,Monterrey,0,0,1,-1.0,-1.0,425,2.176434,13031,5987.316867867346
11528,500,302.8160134772458,7,1,2,6,53.0,Guadalupe,3,0,5,14.682,3.2846666666666664,500,1.035845,11771,11363.669274843245
11529,500,217.91432745558808,2,1,0,2,53.0,Guadalupe,1,0,2,17.409,-1.0,500,1.035845,11771,11363.669274843245
11530,377,1141.2660994147582,4,1,1,5,17.0,Monterrey,1,1,4,8.755408,-1.0,377,2.493667,28834,11562.89111577448
11531,555,103.64892725016551,3,1,1,5,13.0,Monterrey,1,0,3,4.529,7.812685,555,2.620638,5645,2154.055615464631
11532,377,1.0,1,1,1,5,17.0,Monterrey,1,0,1,-1.0,-1.0,377,2.493667,28834,11562.89111577448
11533,500,372.2612387103453,4,1,2,5,53.0,Guadalupe,3,0,4,8.415433333333334,-1.0,500,1.035845,11771,11363.669274843245
11534,500,334.3820249468365,2,1,1,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11535,499,283.0056200721924,2,1,1,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11536,377,734.7848366061704,3,1,0,4,17.0,Monterrey,1,1,2,9.423,0.6276891485,377,2.493667,28834,11562.89111577448
11537,458,1.0,1,1,0,3,42.0,San Nicolás de los Garza,0,0,1,-1.0,-1.0,458,1.338065,4423,3305.519537541151
11538,458,189.4389684250359,2,1,1,3,42.0,San Nicolás de los Garza,1,1,2,6.366,-1.0,458,1.338065,4423,3305.519537541151
11539,458,172.95723999317022,5,1,1,6,42.0,San Nicolás de los Garza,3,0,5,11.638731333333334,4.871,458,1.338065,4423,3305.519537541151
11540,458,1.0,4,1,1,3,42.0,San Nicolás de los Garza,0,0,3,-1.0,-1.0,458,1.338065,4423,3305.519537541151
11541,458,131.9659480565029,2,1,0,2,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,458,1.338065,4423,3305.519537541151
11542,458,151.77317353115183,4,2,0,4,42.0,San Nicolás de los Garza,2,0,3,7.70911,6.449,458,1.338065,4423,3305.519537541151
11543,458,151.97050578992793,4,1,0,2,42.0,San Nicolás de los Garza,2,0,3,7.904,0.385582532,458,1.338065,4423,3305.519537541151
11544,10,97.4407398785954,2,1,0,3,21.0,San Pedro Garza García,0,1,2,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11545,618,104.73066822102668,2,1,0,2,31.0,General Escobedo,0,1,2,18.561,-1.0,618,0.579147,4182,7220.964625561386
11546,378,685.6567806702927,2,1,0,4,17.0,Monterrey,1,0,2,-1.0,-1.0,378,2.717126,39933,14696.778875915214
11547,458,246.91198879356892,2,1,1,4,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,458,1.338065,4423,3305.519537541151
11548,458,219.65547055012303,3,1,2,6,42.0,San Nicolás de los Garza,0,2,3,12.2807,-1.0,458,1.338065,4423,3305.519537541151
11549,10,109.53192657885909,2,1,1,4,21.0,San Pedro Garza García,0,0,2,-1.0,-1.0,10,1.618315,8018,4954.536045207516
11550,378,1.0,1,1,1,4,17.0,Monterrey,1,0,1,-1.0,-1.0,378,2.717126,39933,14696.778875915214
11551,10,89.77022234295302,4,1,3,5,21.0,San Pedro Garza García,1,1,2,22.185265,0.7670289120000001,10,1.618315,8018,4954.536045207516
11552,500,283.0056200721924,2,1,0,4,53.0,Guadalupe,0,0,2,-1.0,14.94,500,1.035845,11771,11363.669274843245
11553,500,1.0,1,1,0,2,53.0,Guadalupe,0,0,1,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11554,500,377.9576338835933,3,1,2,5,53.0,Guadalupe,1,1,3,4.496,-1.0,500,1.035845,11771,11363.669274843245
11555,499,257.9705075273446,2,1,1,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11556,499,352.81367302333314,5,1,1,4,53.0,Guadalupe,0,0,5,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11557,589,473.22294045494937,1,1,1,4,10.0,Monterrey,0,1,1,0.444828931,-1.0,589,1.780855,10022,5627.633917416072
11558,499,232.93539498249675,2,1,0,2,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11559,499,232.93539498249675,1,1,0,2,53.0,Guadalupe,0,0,1,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11560,499,232.93539498249675,2,1,0,1,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11561,499,341.81480991356773,5,1,2,4,53.0,Guadalupe,1,0,3,2.547235,3.7997453703333335,499,1.398799,5780,4132.116193963536
11562,589,1.0,1,1,0,4,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11563,499,403.7546846363277,2,1,1,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11564,499,294.4709759622965,5,1,1,4,53.0,Guadalupe,2,0,3,7.5068530555,0.394236111,499,1.398799,5780,4132.116193963536
11565,499,232.93539498249675,2,1,1,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11566,499,387.7176994989035,5,1,1,4,53.0,Guadalupe,2,0,4,10.54521,-1.0,499,1.398799,5780,4132.116193963536
11567,499,398.7113793555541,4,1,2,4,53.0,Guadalupe,1,0,4,13.032,-1.0,499,1.398799,5780,4132.116193963536
11568,499,232.93539498249675,1,1,0,2,53.0,Guadalupe,0,0,1,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11569,499,387.7176994989034,2,1,1,4,53.0,Guadalupe,1,1,2,7.5499945,-1.0,499,1.398799,5780,4132.116193963536
11570,499,435.8286549111762,2,1,0,2,53.0,Guadalupe,0,0,2,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11571,564,1.0,1,1,0,4,18.0,Monterrey,0,0,1,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11572,499,283.0056200721924,1,1,0,2,53.0,Guadalupe,0,0,1,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11573,499,435.8286549111762,1,1,1,4,53.0,Guadalupe,0,0,1,-1.0,-1.0,499,1.398799,5780,4132.116193963536
11574,499,378.1984195510206,4,1,1,5,53.0,Guadalupe,0,1,4,4.011362,2.818,499,1.398799,5780,4132.116193963536
11575,499,272.99157505425325,4,1,1,5,53.0,Guadalupe,1,0,4,3.692,3.674,499,1.398799,5780,4132.116193963536
11576,589,1.0,1,1,1,4,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11577,499,366.9639540269427,5,1,2,5,53.0,Guadalupe,2,0,3,8.2061985,5.4401330555,499,1.398799,5780,4132.116193963536
11578,499,232.93539498249675,4,1,0,4,53.0,Guadalupe,1,0,2,0.394236111,0.394236111,499,1.398799,5780,4132.116193963536
11579,589,1.0,2,1,0,2,10.0,Monterrey,0,0,1,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11580,499,232.93539498249675,2,1,0,2,53.0,Guadalupe,1,0,2,1.444,-1.0,499,1.398799,5780,4132.116193963536
11581,589,506.3485462867959,3,1,1,4,10.0,Monterrey,1,0,2,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11582,589,1.0,4,1,0,4,10.0,Monterrey,0,0,2,-1.0,-1.0,589,1.780855,10022,5627.633917416072
11583,458,153.85749551447418,6,1,1,5,42.0,San Nicolás de los Garza,1,1,4,6.2315000000000005,0.385582532,458,1.338065,4423,3305.519537541151
11584,564,205.7150149297512,2,1,3,4,18.0,Monterrey,0,0,2,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11585,458,191.2272920201941,4,1,3,6,42.0,San Nicolás de los Garza,0,1,3,0.385582532,0.385582532,458,1.338065,4423,3305.519537541151
11586,458,160.33246025556426,2,1,1,5,42.0,San Nicolás de los Garza,0,1,2,11.348,-1.0,458,1.338065,4423,3305.519537541151
11587,458,190.6106287115189,4,1,2,6,42.0,San Nicolás de los Garza,1,0,2,7.70911,6.464055,458,1.338065,4423,3305.519537541151
11588,458,189.4389684250359,3,2,1,5,42.0,San Nicolás de los Garza,1,1,2,-1.0,0.385582532,458,1.338065,4423,3305.519537541151
11589,618,86.20139615115275,2,1,0,2,31.0,General Escobedo,0,0,2,-1.0,-1.0,618,0.579147,4182,7220.964625561386
11590,564,1.0,1,1,0,3,18.0,Monterrey,0,0,1,-1.0,-1.0,564,1.068431,6578,6156.691447552533
11591,458,219.65547055012303,2,1,1,5,42.0,San Nicolás de los Garza,1,0,2,7.70911,-1.0,458,1.338065,4423,3305.519537541151
11592,458,219.65547055012303,2,1,2,6,42.0,San Nicolás de los Garza,1,0,2,7.70911,-1.0,458,1.338065,4423,3305.519537541151
11593,458,162.79911349026526,4,1,1,5,42.0,San Nicolás de los Garza,0,1,1,-1.0,0.385582532,458,1.338065,4423,3305.519537541151
11594,458,131.9659480565029,1,1,0,3,42.0,San Nicolás de los Garza,0,0,1,-1.0,-1.0,458,1.338065,4423,3305.519537541151
11595,500,435.8286549111762,2,1,1,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11596,564,249.9341302884828,2,1,1,4,18.0,Monterrey,1,0,2,8.515,-1.0,564,1.068431,6578,6156.691447552533
11597,500,327.75782746602584,5,1,2,5,53.0,Guadalupe,1,0,3,12.2593,8.354543333333334,500,1.035845,11771,11363.669274843245
11598,500,372.9926993899165,8,1,2,5,53.0,Guadalupe,2,0,5,10.73296,0.697,500,1.035845,11771,11363.669274843245
11599,500,331.11657548446505,4,1,1,4,53.0,Guadalupe,0,2,3,-1.0,4.680998,500,1.035845,11771,11363.669274843245
11600,500,232.93539498249675,2,1,0,2,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11601,500,336.12359799343454,4,1,2,4,53.0,Guadalupe,2,0,4,28.734465,-1.0,500,1.035845,11771,11363.669274843245
11602,500,232.93539498249675,2,1,0,4,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11603,500,232.93539498249675,2,1,1,3,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11604,564,406.4131335305979,3,1,1,4,18.0,Monterrey,1,1,2,26.221,-1.0,564,1.068431,6578,6156.691447552533
11605,500,301.2195715178642,2,1,1,3,53.0,Guadalupe,1,0,2,4.821,-1.0,500,1.035845,11771,11363.669274843245
11606,500,334.8718423661922,4,1,1,6,53.0,Guadalupe,0,0,3,-1.0,10.641395,500,1.035845,11771,11363.669274843245
11607,500,1.0,2,1,0,2,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11608,500,334.1207889898468,5,1,0,4,53.0,Guadalupe,3,0,4,11.465615,0.697,500,1.035845,11771,11363.669274843245
11609,500,387.7176994989034,4,1,1,3,53.0,Guadalupe,0,0,4,-1.0,9.774,500,1.035845,11771,11363.669274843245
11610,500,386.30267139854254,5,1,1,6,53.0,Guadalupe,1,1,4,8.970333333333334,0.697,500,1.035845,11771,11363.669274843245
11611,500,232.93539498249675,2,1,0,2,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11612,500,283.91994592165634,5,1,1,5,53.0,Guadalupe,1,0,3,8.454358,8.137395,500,1.035845,11771,11363.669274843245
11613,500,232.93539498249675,1,1,0,4,53.0,Guadalupe,0,0,1,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11614,500,310.3265472407001,2,1,1,5,53.0,Guadalupe,1,0,2,23.66963,-1.0,500,1.035845,11771,11363.669274843245
11615,500,349.0221233698018,5,1,3,6,53.0,Guadalupe,4,0,5,8.690940666666668,-1.0,500,1.035845,11771,11363.669274843245
11616,500,279.5224739789961,3,1,1,5,53.0,Guadalupe,2,0,3,9.3078775,-1.0,500,1.035845,11771,11363.669274843245
11617,500,291.56606268708106,5,1,1,4,53.0,Guadalupe,1,0,3,-1.0,9.98886,500,1.035845,11771,11363.669274843245
11618,500,232.93539498249675,2,1,1,2,53.0,Guadalupe,0,0,2,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11619,500,298.9172647252023,3,1,1,5,53.0,Guadalupe,0,0,3,10.35223,12.23879,500,1.035845,11771,11363.669274843245
11620,500,361.04986222287,2,1,1,4,53.0,Guadalupe,1,0,2,12.2593,-1.0,500,1.035845,11771,11363.669274843245
11621,10,97.4407398785954,1,1,2,6,21.0,San Pedro Garza García,0,1,1,10.14903,-1.0,10,1.618315,8018,4954.536045207516
11622,10,90.87538963410836,3,1,4,6,21.0,San Pedro Garza García,1,0,2,9.463,4.236652,10,1.618315,8018,4954.536045207516
11623,500,300.4213505381734,5,1,0,4,53.0,Guadalupe,2,0,3,11.771,9.42293,500,1.035845,11771,11363.669274843245
11624,500,359.634834122509,2,1,1,5,53.0,Guadalupe,0,1,1,-1.0,7.827868,500,1.035845,11771,11363.669274843245
11625,500,232.93539498249675,1,1,2,4,53.0,Guadalupe,0,0,1,-1.0,-1.0,500,1.035845,11771,11363.669274843245
11626,623,140.66134362608662,5,1,1,3,31.0,General Escobedo,1,0,5,7.074,-1.0,623,0.427369,1352,3163.542512442409
11627,652,143.48101546280657,2,1,1,3,31.0,General Escobedo,1,0,2,32.149,-1.0,652,0.962757,13349,13865.388670245971
11628,500,373.07760107593816,4,1,2,4,53.0,Guadalupe,1,0,2,-1.0,0.697,500,1.035845,11771,11363.669274843245
11629,356,615.1898225914342,2,1,0,2,10.0,Monterrey,1,0,2,5.825,-1.0,356,2.493449,33505,13437.210867356822
11630,356,615.1898225914342,4,1,2,6,10.0,Monterrey,1,2,3,5.825,-1.0,356,2.493449,33505,13437.210867356822
11631,265,252.2720161346592,5,1,2,6,71.0,Apodaca,1,0,2,9.736083,5.763896,265,3.606185,3329,923.1362229059241
11632,356,728.9999397708496,2,1,0,4,10.0,Monterrey,2,0,2,2.242600644,-1.0,356,2.493449,33505,13437.210867356822
11633,647,172.22549995319207,4,1,3,6,41.0,San Nicolás de los Garza,1,0,3,-1.0,5.7415,647,1.801572,4045,2245.2613606339355
11634,647,207.614301313437,1,1,1,5,41.0,San Nicolás de los Garza,1,0,1,9.2,-1.0,647,1.801572,4045,2245.2613606339355
11635,647,184.69583948013556,6,1,3,6,41.0,San Nicolás de los Garza,0,1,2,-1.0,-1.0,647,1.801572,4045,2245.2613606339355
11636,647,201.88468585511163,4,1,2,4,41.0,San Nicolás de los Garza,0,1,3,7.566,6.5955,647,1.801572,4045,2245.2613606339355
11637,356,615.1898225914342,2,1,1,3,10.0,Monterrey,1,0,2,4.794882,-1.0,356,2.493449,33505,13437.210867356822
11638,647,184.69583948013556,4,1,5,5,41.0,San Nicolás de los Garza,0,1,4,1.005,0.447408836,647,1.801572,4045,2245.2613606339355
11639,647,196.15507039678627,5,1,2,6,41.0,San Nicolás de los Garza,1,0,5,4.090889499999999,-1.0,647,1.801572,4045,2245.2613606339355
11640,668,133.25963624837885,2,1,0,2,72.0,Apodaca,0,1,2,0.528,-1.0,668,0.525686,7857,14946.184604497743
11641,647,199.97481403566985,2,1,2,6,41.0,San Nicolás de los Garza,1,0,2,7.176779,-1.0,647,1.801572,4045,2245.2613606339355
11642,356,1.0,2,1,0,4,10.0,Monterrey,0,1,2,-1.0,-1.0,356,2.493449,33505,13437.210867356822
11643,649,189.99396540284363,4,1,1,5,42.0,San Nicolás de los Garza,3,0,4,10.521645,-1.0,649,1.226673,14242,11610.266142647633
11644,649,201.1555712898656,3,1,1,4,42.0,San Nicolás de los Garza,1,1,3,5.011755,-1.0,649,1.226673,14242,11610.266142647633
11645,649,202.117566051399,4,1,2,5,42.0,San Nicolás de los Garza,2,0,3,9.039,-1.0,649,1.226673,14242,11610.266142647633
11646,604,615.1898225914342,3,1,1,3,10.0,Monterrey,0,1,3,-1.0,-1.0,604,2.455531,20869,8498.772770533134
11647,604,1.0,2,1,1,4,10.0,Monterrey,1,0,2,-1.0,-1.0,604,2.455531,20869,8498.772770533134
11648,604,1.0,2,1,0,4,10.0,Monterrey,1,1,2,-1.0,-1.0,604,2.455531,20869,8498.772770533134
11649,321,228.74097663127168,2,1,1,4,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,321,1.456025,12283,8435.981525042496
11650,604,1.0,2,1,0,2,10.0,Monterrey,0,0,1,-1.0,-1.0,604,2.455531,20869,8498.772770533134
11651,618,1.0,2,1,0,3,31.0,General Escobedo,0,0,2,-1.0,-1.0,618,0.579147,4182,7220.964625561386
11652,356,743.5760366346964,5,1,0,3,10.0,Monterrey,1,2,3,12.103333333333332,-1.0,356,2.493449,33505,13437.210867356822
11653,356,1.0,2,1,0,2,10.0,Monterrey,0,1,2,-1.0,-1.0,356,2.493449,33505,13437.210867356822
11654,631,203.6222245245666,2,1,0,4,42.0,San Nicolás de los Garza,1,0,2,9.856,-1.0,631,1.273562,15620,12264.813177528851
11655,356,842.8100569502649,3,1,1,3,10.0,Monterrey,1,0,3,1.256,-1.0,356,2.493449,33505,13437.210867356822
11656,631,160.33246025556426,2,1,0,3,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,631,1.273562,15620,12264.813177528851
11657,604,608.8801833853682,3,1,0,2,10.0,Monterrey,1,0,2,5.673,1.294,604,2.455531,20869,8498.772770533134
11658,14,109.53192657885909,2,1,4,5,21.0,San Pedro Garza García,0,0,2,-1.0,-1.0,14,2.479461,7161,2888.127701948125
11659,14,97.4407398785954,4,1,4,6,21.0,San Pedro Garza García,1,0,3,7.222,10.72436,14,2.479461,7161,2888.127701948125
11660,604,615.1898225914342,4,1,1,4,10.0,Monterrey,1,0,3,2.008,-1.0,604,2.455531,20869,8498.772770533134
11661,631,213.06402496183875,5,1,2,5,42.0,San Nicolás de los Garza,1,1,5,5.934291,-1.0,631,1.273562,15620,12264.813177528851
11662,356,705.1021812778746,3,1,0,2,10.0,Monterrey,1,0,3,10.084,-1.0,356,2.493449,33505,13437.210867356822
11663,649,223.4787830639096,4,1,2,6,42.0,San Nicolás de los Garza,1,0,2,11.59129,6.712820000000001,649,1.226673,14242,11610.266142647633
11664,649,246.91198879356892,1,1,1,3,42.0,San Nicolás de los Garza,0,1,1,-1.0,-1.0,649,1.226673,14242,11610.266142647633
11665,356,560.7691844391151,5,1,0,4,10.0,Monterrey,1,0,2,13.193,0.526355288,356,2.493449,33505,13437.210867356822
11666,648,155.9156767587226,6,1,1,4,41.0,San Nicolás de los Garza,1,1,4,14.5735,13.82,648,0.911869,5680,6228.9649061433165
11667,14,97.4407398785954,1,1,1,4,21.0,San Pedro Garza García,0,0,1,-1.0,-1.0,14,2.479461,7161,2888.127701948125
11668,14,103.48633322872725,2,1,2,6,21.0,San Pedro Garza García,1,0,2,7.222,2.367067,14,2.479461,7161,2888.127701948125
11669,14,109.53192657885909,1,1,1,5,21.0,San Pedro Garza García,0,1,1,-1.0,-1.0,14,2.479461,7161,2888.127701948125
11670,604,1.0,2,1,1,3,10.0,Monterrey,0,0,2,-1.0,-1.0,604,2.455531,20869,8498.772770533134
11671,14,109.53192657885909,5,1,3,6,21.0,San Pedro Garza García,1,0,2,-1.0,-1.0,14,2.479461,7161,2888.127701948125
11672,604,615.1898225914342,1,1,0,4,10.0,Monterrey,0,0,1,-1.0,-1.0,604,2.455531,20869,8498.772770533134
11673,649,170.28129496885825,2,1,1,4,42.0,San Nicolás de los Garza,1,0,2,13.108,-1.0,649,1.226673,14242,11610.266142647633
11674,649,199.8811337852701,5,1,1,5,42.0,San Nicolás de los Garza,4,0,5,4.08264,10.16764,649,1.226673,14242,11610.266142647633
11675,618,104.73066822102668,4,1,0,4,31.0,General Escobedo,1,0,3,2.399,-1.0,618,0.579147,4182,7220.964625561386
11676,588,621.8074718577132,5,2,0,4,10.0,Monterrey,1,0,4,0.469204291,0.469204291,588,1.981374,20842,10518.963103381795
11677,649,177.3093093406442,6,1,0,4,42.0,San Nicolás de los Garza,1,1,3,11.67145,0.369184236,649,1.226673,14242,11610.266142647633
11678,649,144.9943619597872,4,1,1,4,42.0,San Nicolás de los Garza,1,0,2,-1.0,6.337,649,1.226673,14242,11610.266142647633
11679,604,560.7691844391151,3,2,1,5,10.0,Monterrey,0,2,2,2.371,-1.0,604,2.455531,20869,8498.772770533134
11680,573,437.3973418617055,3,1,1,4,16.0,Monterrey,1,0,2,12.52126,-1.0,573,2.010296,12177,6057.316932431841
11681,649,246.91198879356892,2,1,1,5,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,649,1.226673,14242,11610.266142647633
11682,573,491.67292442848645,2,2,1,5,16.0,Monterrey,0,0,2,3.065,-1.0,573,2.010296,12177,6057.316932431841
11683,649,219.65547055012303,5,1,4,6,42.0,San Nicolás de los Garza,2,0,4,18.007529333333334,13.194470666666666,649,1.226673,14242,11610.266142647633
11684,14,97.4407398785954,1,1,0,3,21.0,San Pedro Garza García,0,0,1,-1.0,-1.0,14,2.479461,7161,2888.127701948125
11685,14,97.4407398785954,4,1,2,6,21.0,San Pedro Garza García,0,1,2,7.222,-1.0,14,2.479461,7161,2888.127701948125
11686,573,1.0,1,2,0,4,16.0,Monterrey,0,0,1,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11687,573,1.0,2,1,0,4,16.0,Monterrey,0,1,2,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11688,321,143.31255293612745,3,1,0,4,42.0,San Nicolás de los Garza,0,1,2,13.705,2.485,321,1.456025,12283,8435.981525042496
11689,573,1.0,1,1,1,4,16.0,Monterrey,0,0,1,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11690,573,1.0,2,1,2,5,16.0,Monterrey,0,0,2,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11691,649,246.91198879356892,1,1,1,4,42.0,San Nicolás de los Garza,0,1,1,-1.0,-1.0,649,1.226673,14242,11610.266142647633
11692,649,160.33246025556426,3,1,1,5,42.0,San Nicolás de los Garza,0,0,2,11.262,3.099,649,1.226673,14242,11610.266142647633
11693,573,437.3973418617055,3,1,1,6,16.0,Monterrey,1,0,3,1.066,-1.0,573,2.010296,12177,6057.316932431841
11694,647,186.4587980826972,5,1,1,5,41.0,San Nicolás de los Garza,1,0,3,-1.0,6.138304,647,1.801572,4045,2245.2613606339355
11695,647,184.69583948013556,4,1,1,6,41.0,San Nicolás de los Garza,2,0,2,22.11513,4.555088,647,1.801572,4045,2245.2613606339355
11696,649,142.243669867757,7,1,0,4,42.0,San Nicolás de los Garza,2,0,4,1.702,1.063,649,1.226673,14242,11610.266142647633
