HouseholdId,HouseholdZone,ExpansionFactor,NumberOfPersons,DwellingType,Vehicles,IncomeClass,MACROZONA,MUNICIPIO,NumberOfFormalWorkers,NumberOfInformalWorkers,NumberOfLicenses,DistanceEmployment,DistanceSchool,ZONA,AREA,POBTOT,ZoneDensity
1126,453,152.82917352737704,4,1,2,6,52.0,Guadalupe,1,0,2,5.042825,0.307478997,453,0.85089,2667,3134.365194090893
1127,448,178.33362557948274,3,1,2,6,52.0,Guadalupe,0,2,2,6.4559485,6.045591,448,0.461833,3169,6861.7877024812
1128,448,179.54629423342325,6,1,3,6,52.0,Guadalupe,1,1,4,9.931935,6.504178666666667,448,0.461833,3169,6861.7877024812
1129,83,1.0,1,2,0,2,81.0,Hidalgo,0,0,1,-1.0,-1.0,83,1.922186,3247,1689.22258303827
1130,394,152.1542493444147,6,1,1,4,52.0,Guadalupe,2,0,6,8.446487539,-1.0,394,0.859691,6848,7965.652775241337
1131,394,113.25557021416996,4,1,0,4,52.0,Guadalupe,1,1,2,7.6775,0.309065078,394,0.859691,6848,7965.652775241337
1132,80,22.70925633913767,4,1,0,2,81.0,Hidalgo,1,0,2,12.114,-1.0,80,1.1142,1119,1004.3080236941303
1133,394,175.90828827160178,2,1,1,5,52.0,Guadalupe,0,0,2,9.093897,-1.0,394,0.859691,6848,7965.652775241337
1134,394,117.04173026493436,2,1,0,4,52.0,Guadalupe,0,0,2,0.625,-1.0,394,0.859691,6848,7965.652775241337
1135,80,22.10816854153326,3,1,2,4,81.0,Hidalgo,1,0,3,11.19,-1.0,80,1.1142,1119,1004.3080236941303
1136,80,22.70925633913767,3,1,1,3,81.0,Hidalgo,1,0,3,0.351852242,-1.0,80,1.1142,1119,1004.3080236941303
1137,393,142.68226459132842,5,1,1,5,52.0,Guadalupe,1,1,3,9.347645,1.159,393,1.361404,10959,8049.778023275971
1138,393,128.40021041722756,4,1,0,4,52.0,Guadalupe,2,0,3,12.7025,-1.0,393,1.361404,10959,8049.778023275971
1139,80,14.180492798194848,3,1,1,4,81.0,Hidalgo,1,0,3,32.412,-1.0,80,1.1142,1119,1004.3080236941303
1140,226,100.70041569124912,5,1,1,4,171.0,Santa Catarina,1,0,4,-1.0,20.965,226,1.8213,9211,5057.376599132488
1141,80,14.126778810322897,1,1,0,2,81.0,Hidalgo,0,0,1,0.881,-1.0,80,1.1142,1119,1004.3080236941303
1142,455,197.73632404253047,4,1,3,5,52.0,Guadalupe,0,0,4,-1.0,3.564222,455,0.850812,3088,3629.473961345162
1143,455,166.42642657925268,4,1,2,6,52.0,Guadalupe,1,0,2,28.28384,1.758,455,0.850812,3088,3629.473961345162
1144,455,180.27389542578752,4,1,2,6,52.0,Guadalupe,0,2,2,1.758,1.111,455,0.850812,3088,3629.473961345162
1145,455,186.82230615706607,4,1,4,6,52.0,Guadalupe,0,3,3,2.640113,12.516,455,0.850812,3088,3629.473961345162
1146,455,197.73632404253047,5,1,3,5,52.0,Guadalupe,0,0,5,-1.0,3.564222,455,0.850812,3088,3629.473961345162
1147,455,157.31988857889235,4,1,4,6,52.0,Guadalupe,0,2,4,3.006,-1.0,455,0.850812,3088,3629.473961345162
1148,455,191.49974239369368,5,1,3,6,52.0,Guadalupe,0,2,5,1.758,2.035,455,0.850812,3088,3629.473961345162
1149,455,192.27931509979828,4,1,3,5,52.0,Guadalupe,0,0,4,-1.0,2.035,455,0.850812,3088,3629.473961345162
1150,455,175.90828827160178,4,1,2,6,52.0,Guadalupe,0,1,2,5.690576,1.111,455,0.850812,3088,3629.473961345162
1151,79,19.13292247998865,5,1,2,4,81.0,Hidalgo,2,0,4,67.934,-1.0,79,0.613781,1670,2720.8401693763735
1152,455,175.90828827160178,3,1,2,6,52.0,Guadalupe,2,1,3,21.3856,-1.0,455,0.850812,3088,3629.473961345162
1153,455,175.90828827160178,4,1,2,6,52.0,Guadalupe,0,1,2,2.035,1.111,455,0.850812,3088,3629.473961345162
1154,455,181.365297214334,4,1,2,6,52.0,Guadalupe,0,2,4,3.010945,3.564222,455,0.850812,3088,3629.473961345162
1155,456,175.90828827160178,4,1,3,6,52.0,Guadalupe,0,1,3,8.789096,-1.0,456,1.192424,2989,2506.6587052927484
1156,456,129.09159616562803,4,1,2,6,52.0,Guadalupe,1,0,3,13.7371,2.425,456,1.192424,2989,2506.6587052927484
1157,456,175.90828827160178,3,1,3,6,52.0,Guadalupe,1,0,2,13.7371,-1.0,456,1.192424,2989,2506.6587052927484
1158,456,175.90828827160178,3,1,2,5,52.0,Guadalupe,1,0,2,13.7837,4.948176,456,1.192424,2989,2506.6587052927484
1159,456,152.4999422186149,3,1,3,6,52.0,Guadalupe,2,0,3,9.26991,-1.0,456,1.192424,2989,2506.6587052927484
1160,456,175.90828827160178,4,1,3,6,52.0,Guadalupe,1,0,3,10.13408,6.351,456,1.192424,2989,2506.6587052927484
1161,456,175.90828827160178,3,1,3,6,52.0,Guadalupe,1,0,2,7.091177,6.351,456,1.192424,2989,2506.6587052927484
1162,426,186.99522100750903,2,1,0,2,12.0,Monterrey,0,1,2,1.538,-1.0,426,0.962617,14067,14613.28856648075
1163,426,205.14243654832217,3,1,0,3,12.0,Monterrey,1,0,3,12.546,-1.0,426,0.962617,14067,14613.28856648075
1164,426,197.25234283492517,4,1,0,3,12.0,Monterrey,1,0,3,1.538,0.32704349,426,0.962617,14067,14613.28856648075
1165,426,260.5308944163692,2,1,0,3,12.0,Monterrey,1,0,2,8.141725,-1.0,426,0.962617,14067,14613.28856648075
1166,426,315.9193522844161,2,1,1,4,12.0,Monterrey,0,0,2,-1.0,-1.0,426,0.962617,14067,14613.28856648075
1167,455,181.365297214334,5,1,3,6,52.0,Guadalupe,1,1,5,1.064,-1.0,455,0.850812,3088,3629.473961345162
1168,455,175.90828827160178,2,1,2,4,52.0,Guadalupe,0,1,2,6.254177,-1.0,455,0.850812,3088,3629.473961345162
1169,80,1.0,3,1,1,4,81.0,Hidalgo,1,0,3,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1170,426,205.14243654832217,2,2,0,2,12.0,Monterrey,0,1,2,-1.0,-1.0,426,0.962617,14067,14613.28856648075
1171,426,230.44333705594852,4,1,1,4,12.0,Monterrey,0,2,4,3.298521745,-1.0,426,0.962617,14067,14613.28856648075
1172,426,315.9193522844161,2,1,0,2,12.0,Monterrey,0,0,2,-1.0,-1.0,426,0.962617,14067,14613.28856648075
1173,426,205.14243654832217,3,1,0,2,12.0,Monterrey,1,0,2,4.503,-1.0,426,0.962617,14067,14613.28856648075
1174,426,205.14243654832217,2,1,0,2,12.0,Monterrey,0,0,2,-1.0,-1.0,426,0.962617,14067,14613.28856648075
1175,426,224.94657176894864,4,1,1,4,12.0,Monterrey,1,1,2,9.308545,1.073,426,0.962617,14067,14613.28856648075
1176,456,153.13206633143818,4,1,3,6,52.0,Guadalupe,2,0,4,4.231222,-1.0,456,1.192424,2989,2506.6587052927484
1177,456,153.14194327070103,4,1,2,5,52.0,Guadalupe,1,0,3,4.231222,2.425,456,1.192424,2989,2506.6587052927484
1178,456,175.90828827160178,2,1,2,6,52.0,Guadalupe,2,0,2,13.7371,-1.0,456,1.192424,2989,2506.6587052927484
1179,423,120.71342240036584,3,1,2,6,11.0,Monterrey,0,1,2,6.254025,-1.0,423,2.713319,17129,6312.932611314777
1180,423,128.2029413084177,2,2,2,6,11.0,Monterrey,2,0,2,11.05036,-1.0,423,2.713319,17129,6312.932611314777
1181,423,89.46755618668327,1,2,1,4,11.0,Monterrey,0,0,1,-1.0,15.954,423,2.713319,17129,6312.932611314777
1182,704,1.0,1,1,0,2,33.0,General Escobedo,1,0,1,-1.0,-1.0,704,2.519391,28207,11195.959658504773
1183,80,1.0,2,1,1,4,81.0,Hidalgo,1,0,2,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1184,423,128.2029413084177,2,2,1,4,11.0,Monterrey,0,0,2,-1.0,7.874448,423,2.713319,17129,6312.932611314777
1185,423,128.2029413084177,4,1,2,6,11.0,Monterrey,1,1,2,13.95441,-1.0,423,2.713319,17129,6312.932611314777
1186,423,137.20941331734204,4,1,2,6,11.0,Monterrey,1,1,4,17.33959,-1.0,423,2.713319,17129,6312.932611314777
1187,423,120.71342240036584,2,1,2,6,11.0,Monterrey,2,0,2,11.997455,-1.0,423,2.713319,17129,6312.932611314777
1188,423,101.3457298394986,4,1,4,5,11.0,Monterrey,1,1,4,7.874448,8.663342,423,2.713319,17129,6312.932611314777
1189,423,135.6924602164696,2,1,1,5,11.0,Monterrey,0,0,2,-1.0,-1.0,423,2.713319,17129,6312.932611314777
1190,423,120.71342240036584,2,2,2,5,11.0,Monterrey,1,0,2,15.63382,-1.0,423,2.713319,17129,6312.932611314777
1191,423,120.71342240036584,2,1,1,5,11.0,Monterrey,0,0,2,-1.0,-1.0,423,2.713319,17129,6312.932611314777
1192,423,108.01625912336684,4,1,2,6,11.0,Monterrey,0,2,2,-1.0,9.022073,423,2.713319,17129,6312.932611314777
1193,80,1.0,2,1,1,3,81.0,Hidalgo,1,0,2,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1194,456,175.90828827160178,3,1,2,6,52.0,Guadalupe,1,0,2,21.2666,-1.0,456,1.192424,2989,2506.6587052927484
1195,456,157.0762574104084,4,1,3,6,52.0,Guadalupe,1,0,4,13.68756,4.979908,456,1.192424,2989,2506.6587052927484
1196,456,153.14194327070103,4,1,3,6,52.0,Guadalupe,1,0,2,9.541931,2.425,456,1.192424,2989,2506.6587052927484
1197,423,120.71342240036584,1,2,1,4,11.0,Monterrey,1,0,1,8.466072,-1.0,423,2.713319,17129,6312.932611314777
1198,423,120.71342240036584,2,2,2,6,11.0,Monterrey,1,1,2,4.454697,-1.0,423,2.713319,17129,6312.932611314777
1199,423,135.6924602164696,2,1,0,2,11.0,Monterrey,0,0,2,-1.0,-1.0,423,2.713319,17129,6312.932611314777
1200,426,281.04513807120134,3,2,1,4,12.0,Monterrey,1,1,3,8.141725,-1.0,426,0.962617,14067,14613.28856648075
1201,426,193.83330222578647,4,1,0,4,12.0,Monterrey,2,0,3,7.900066744999999,0.32704349,426,0.962617,14067,14613.28856648075
1202,455,186.82230615706607,4,1,3,6,52.0,Guadalupe,0,0,4,-1.0,3.564222,455,0.850812,3088,3629.473961345162
1203,455,179.2335244900992,4,1,3,5,52.0,Guadalupe,1,0,3,2.035,-1.0,455,0.850812,3088,3629.473961345162
1204,455,186.82230615706607,3,1,3,5,52.0,Guadalupe,0,1,2,8.122095,-1.0,455,0.850812,3088,3629.473961345162
1205,455,184.26417888798443,5,1,2,5,52.0,Guadalupe,1,0,4,10.399,2.640113,455,0.850812,3088,3629.473961345162
1206,455,175.90828827160178,4,1,3,6,52.0,Guadalupe,0,1,2,1.111,1.111,455,0.850812,3088,3629.473961345162
1207,455,173.857653743443,4,1,3,6,52.0,Guadalupe,0,1,2,10.399,1.064,455,0.850812,3088,3629.473961345162
1208,455,168.00673686131086,6,2,3,6,52.0,Guadalupe,1,0,4,11.49227,5.936,455,0.850812,3088,3629.473961345162
1209,455,171.6447428231323,6,1,3,5,52.0,Guadalupe,0,0,6,-1.0,2.035,455,0.850812,3088,3629.473961345162
1210,455,158.35202873186162,4,1,4,6,52.0,Guadalupe,3,1,4,4.400296333333333,-1.0,455,0.850812,3088,3629.473961345162
1211,80,11.494793404597338,2,1,1,4,81.0,Hidalgo,0,1,2,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1212,236,126.6538586655818,3,1,0,2,172.0,Santa Catarina,1,0,2,1.475,-1.0,236,0.838556,2350,2802.4365695314327
1213,456,184.63950257997325,5,1,3,6,52.0,Guadalupe,2,1,5,5.685359333333333,4.231222,456,1.192424,2989,2506.6587052927484
1214,456,186.82230615706607,4,1,2,5,52.0,Guadalupe,0,1,3,15.34518,2.702,456,1.192424,2989,2506.6587052927484
1215,456,158.59895221343322,4,1,2,6,52.0,Guadalupe,0,1,2,13.7371,1.249,456,1.192424,2989,2506.6587052927484
1216,456,186.82230615706607,4,1,3,5,52.0,Guadalupe,0,0,4,-1.0,4.231222,456,1.192424,2989,2506.6587052927484
1217,456,168.00673686131086,5,1,3,6,52.0,Guadalupe,1,0,4,15.233,3.673,456,1.192424,2989,2506.6587052927484
1218,456,186.82230615706607,2,2,2,5,52.0,Guadalupe,0,0,2,-1.0,4.231222,456,1.192424,2989,2506.6587052927484
1219,80,11.494793404597338,2,1,1,3,81.0,Hidalgo,0,1,2,2.294,-1.0,80,1.1142,1119,1004.3080236941303
1220,80,1.0,2,1,1,3,81.0,Hidalgo,0,0,2,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1221,453,197.73632404253047,4,1,2,6,52.0,Guadalupe,1,1,3,10.72617,-1.0,453,0.85089,2667,3134.365194090893
1222,453,175.90828827160178,3,1,2,6,52.0,Guadalupe,1,1,3,5.3486270000000005,-1.0,453,0.85089,2667,3134.365194090893
1223,453,147.21577971298285,5,1,2,6,52.0,Guadalupe,1,0,2,20.614,0.307478997,453,0.85089,2667,3134.365194090893
1224,453,175.90828827160178,5,1,3,6,52.0,Guadalupe,1,0,3,5.042825,-1.0,453,0.85089,2667,3134.365194090893
1225,455,186.82230615706607,2,1,2,6,52.0,Guadalupe,1,0,2,8.122095,-1.0,455,0.850812,3088,3629.473961345162
1226,455,175.90828827160178,4,1,2,6,52.0,Guadalupe,0,1,2,-1.0,13.18352,455,0.850812,3088,3629.473961345162
1227,455,159.7759541422578,3,1,2,6,52.0,Guadalupe,1,1,3,10.7173,-1.0,455,0.850812,3088,3629.473961345162
1228,455,178.33362557948274,6,1,3,6,52.0,Guadalupe,1,4,6,9.219344,-1.0,455,0.850812,3088,3629.473961345162
1229,455,186.82230615706607,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1230,455,175.90828827160178,3,1,2,6,52.0,Guadalupe,1,0,3,6.254177,-1.0,455,0.850812,3088,3629.473961345162
1231,80,1.0,1,1,0,2,81.0,Hidalgo,0,0,1,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1232,455,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1233,455,186.82230615706607,4,1,2,6,52.0,Guadalupe,2,0,2,16.94565,-1.0,455,0.850812,3088,3629.473961345162
1234,455,186.82230615706607,3,1,3,6,52.0,Guadalupe,0,1,3,11.91377,-1.0,455,0.850812,3088,3629.473961345162
1235,453,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,2.624557,0.307478997,453,0.85089,2667,3134.365194090893
1236,453,177.5873679462886,5,1,3,6,52.0,Guadalupe,1,0,3,10.72617,2.5887113313333336,453,0.85089,2667,3134.365194090893
1237,453,197.73632404253047,3,1,2,6,52.0,Guadalupe,0,1,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1238,453,183.18430019524467,4,1,4,5,52.0,Guadalupe,1,0,3,5.042825,7.151176,453,0.85089,2667,3134.365194090893
1239,453,183.18430019524467,4,1,4,6,52.0,Guadalupe,3,0,4,7.469870666666666,-1.0,453,0.85089,2667,3134.365194090893
1240,453,197.73632404253047,2,1,2,6,52.0,Guadalupe,0,1,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1241,453,186.82230615706607,4,1,3,6,52.0,Guadalupe,1,0,3,10.72617,-1.0,453,0.85089,2667,3134.365194090893
1242,453,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,14.9527,-1.0,453,0.85089,2667,3134.365194090893
1243,80,1.0,3,1,0,2,81.0,Hidalgo,0,0,2,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1244,454,197.73632404253047,2,1,1,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1245,454,128.40021041722756,3,1,1,5,52.0,Guadalupe,0,0,3,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1246,454,179.02657909602016,3,1,2,6,52.0,Guadalupe,0,2,2,13.93118,9.782,454,0.416982,1461,3503.7483632387007
1247,454,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1248,454,183.18430019524467,4,1,4,6,52.0,Guadalupe,2,0,4,7.6380675,-1.0,454,0.416982,1461,3503.7483632387007
1249,454,175.90828827160178,4,1,3,6,52.0,Guadalupe,1,0,3,6.84082,-1.0,454,0.416982,1461,3503.7483632387007
1250,454,164.05596115616538,4,1,2,6,52.0,Guadalupe,0,2,2,-1.0,1.064,454,0.416982,1461,3503.7483632387007
1251,454,175.90828827160178,2,1,1,5,52.0,Guadalupe,0,1,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1252,454,197.73632404253047,2,1,1,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1253,454,186.82230615706607,2,1,2,6,52.0,Guadalupe,0,1,2,23.10859,-1.0,454,0.416982,1461,3503.7483632387007
1254,454,184.63950257997325,3,1,3,6,52.0,Guadalupe,0,2,3,10.944703,5.345476,454,0.416982,1461,3503.7483632387007
1255,454,175.90828827160178,1,1,1,4,52.0,Guadalupe,1,0,1,5.345476,-1.0,454,0.416982,1461,3503.7483632387007
1256,454,197.73632404253047,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1257,454,175.90828827160178,1,1,1,5,52.0,Guadalupe,0,1,1,9.868,-1.0,454,0.416982,1461,3503.7483632387007
1258,454,179.54629423342325,4,1,2,6,52.0,Guadalupe,2,0,3,23.81017,11.91034,454,0.416982,1461,3503.7483632387007
1259,454,193.37071688834476,3,1,1,6,52.0,Guadalupe,0,2,2,9.120774,-1.0,454,0.416982,1461,3503.7483632387007
1260,454,183.18430019524467,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1261,454,189.005109734159,4,1,3,6,52.0,Guadalupe,0,1,4,26.15166,5.345476,454,0.416982,1461,3503.7483632387007
1262,454,183.18430019524467,4,1,2,6,52.0,Guadalupe,2,1,4,9.208825666666666,-1.0,454,0.416982,1461,3503.7483632387007
1263,80,1.0,2,1,2,5,81.0,Hidalgo,1,1,2,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1264,454,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,7.934795,-1.0,454,0.416982,1461,3503.7483632387007
1265,454,197.73632404253047,2,1,1,4,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1266,454,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,10.3055,1.064,454,0.416982,1461,3503.7483632387007
1267,454,197.73632404253047,2,1,1,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1268,454,181.365297214334,6,1,4,6,52.0,Guadalupe,2,2,6,11.1734285,5.345476,454,0.416982,1461,3503.7483632387007
1269,454,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,4,12.6924,-1.0,454,0.416982,1461,3503.7483632387007
1270,454,197.73632404253047,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1271,454,173.4829509637208,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1272,455,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1273,455,151.70978707758582,2,1,1,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1274,455,197.73632404253047,4,1,2,6,52.0,Guadalupe,1,1,4,14.758755,-1.0,455,0.850812,3088,3629.473961345162
1275,455,186.82230615706607,4,1,4,6,52.0,Guadalupe,3,0,4,13.580118333333331,-1.0,455,0.850812,3088,3629.473961345162
1276,455,160.07226232014372,4,1,2,6,52.0,Guadalupe,3,0,4,17.459937,-1.0,455,0.850812,3088,3629.473961345162
1277,455,175.90828827160178,3,1,2,6,52.0,Guadalupe,0,2,3,12.05421,-1.0,455,0.850812,3088,3629.473961345162
1278,454,197.73632404253047,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1279,454,193.37071688834476,7,1,2,6,52.0,Guadalupe,2,1,4,15.662,-1.0,454,0.416982,1461,3503.7483632387007
1280,454,175.90828827160178,5,1,2,6,52.0,Guadalupe,1,0,2,10.3055,5.345476,454,0.416982,1461,3503.7483632387007
1281,454,186.82230615706607,4,1,4,6,52.0,Guadalupe,0,1,4,34.11812,16.33095,454,0.416982,1461,3503.7483632387007
1282,80,22.70925633913767,2,1,1,5,81.0,Hidalgo,1,0,2,32.412,-1.0,80,1.1142,1119,1004.3080236941303
1283,455,183.18430019524467,3,1,2,6,52.0,Guadalupe,0,2,3,9.122064,3.564222,455,0.850812,3088,3629.473961345162
1284,455,175.90828827160178,4,1,2,6,52.0,Guadalupe,0,1,2,1.311,1.758,455,0.850812,3088,3629.473961345162
1285,455,192.27931509979828,3,1,2,5,52.0,Guadalupe,0,1,3,2.035,3.564222,455,0.850812,3088,3629.473961345162
1286,455,168.63227634795888,4,1,2,6,52.0,Guadalupe,1,0,2,18.42826,14.02996,455,0.850812,3088,3629.473961345162
1287,455,177.892655159868,4,1,2,6,52.0,Guadalupe,1,0,3,20.764,6.318389,455,0.850812,3088,3629.473961345162
1288,455,175.90828827160178,2,1,2,6,52.0,Guadalupe,0,1,2,15.60913,-1.0,455,0.850812,3088,3629.473961345162
1289,80,1.0,1,1,1,2,81.0,Hidalgo,0,0,1,-1.0,-1.0,80,1.1142,1119,1004.3080236941303
1290,455,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1291,455,197.73632404253047,2,1,1,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1292,455,175.90828827160178,2,1,2,6,52.0,Guadalupe,2,0,2,6.503631,-1.0,455,0.850812,3088,3629.473961345162
1293,455,175.90828827160178,2,1,1,6,52.0,Guadalupe,2,0,2,1.111,-1.0,455,0.850812,3088,3629.473961345162
1294,455,183.18430019524467,4,1,3,6,52.0,Guadalupe,1,1,4,9.699274,-1.0,455,0.850812,3088,3629.473961345162
1295,455,193.767590265998,3,1,2,6,52.0,Guadalupe,0,0,3,-1.0,3.564222,455,0.850812,3088,3629.473961345162
1296,455,175.90828827160178,2,1,2,5,52.0,Guadalupe,1,0,2,14.67818,-1.0,455,0.850812,3088,3629.473961345162
1297,455,181.365297214334,4,1,3,6,52.0,Guadalupe,1,0,4,21.3856,3.564222,455,0.850812,3088,3629.473961345162
1298,455,197.73632404253047,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1299,455,197.73632404253047,3,1,1,6,52.0,Guadalupe,0,1,3,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1300,455,105.68325011264116,2,1,1,4,52.0,Guadalupe,0,0,2,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1301,454,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,5.192825,1.064,454,0.416982,1461,3503.7483632387007
1302,454,105.68325011264116,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1303,454,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,-1.0,1.064,454,0.416982,1461,3503.7483632387007
1304,454,164.05596115616538,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,454,0.416982,1461,3503.7483632387007
1305,75,19.13292247998865,4,1,1,4,81.0,Hidalgo,0,1,4,8.324,-1.0,75,1.643266,1017,618.8894555111589
1306,454,197.73632404253047,3,1,3,6,52.0,Guadalupe,0,2,3,21.824,-1.0,454,0.416982,1461,3503.7483632387007
1307,454,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,15.16448,1.064,454,0.416982,1461,3503.7483632387007
1308,454,197.73632404253047,2,1,2,6,52.0,Guadalupe,0,1,2,1.064,-1.0,454,0.416982,1461,3503.7483632387007
1309,454,175.90828827160178,4,1,3,6,52.0,Guadalupe,1,0,2,10.3055,1.064,454,0.416982,1461,3503.7483632387007
1310,451,183.18430019524467,3,1,3,6,52.0,Guadalupe,3,0,3,0.996,-1.0,451,0.582258,3568,6127.867714999193
1311,75,1.0,3,1,0,1,81.0,Hidalgo,0,2,3,-1.0,-1.0,75,1.643266,1017,618.8894555111589
1312,453,197.73632404253047,4,1,2,6,52.0,Guadalupe,0,1,2,5.042825,-1.0,453,0.85089,2667,3134.365194090893
1313,453,186.82230615706607,3,1,2,6,52.0,Guadalupe,1,0,2,5.654429,1.057,453,0.85089,2667,3134.365194090893
1314,453,186.82230615706607,5,1,4,6,52.0,Guadalupe,1,0,4,10.72617,-1.0,453,0.85089,2667,3134.365194090893
1315,453,175.90828827160178,2,1,2,5,52.0,Guadalupe,1,0,2,11.3988,-1.0,453,0.85089,2667,3134.365194090893
1316,75,18.27349867403745,4,1,2,5,81.0,Hidalgo,2,0,2,26.6116,1.796,75,1.643266,1017,618.8894555111589
1317,75,1.0,2,1,1,4,81.0,Hidalgo,1,0,2,-1.0,-1.0,75,1.643266,1017,618.8894555111589
1318,75,12.730215125652192,4,1,0,2,81.0,Hidalgo,0,1,2,35.182,-1.0,75,1.643266,1017,618.8894555111589
1319,453,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1320,453,178.33362557948274,4,1,2,6,52.0,Guadalupe,1,0,2,9.058885,0.307478997,453,0.85089,2667,3134.365194090893
1321,453,183.18430019524467,4,1,2,6,52.0,Guadalupe,0,3,4,2.624557,-1.0,453,0.85089,2667,3134.365194090893
1322,453,177.892655159868,4,1,2,6,52.0,Guadalupe,1,0,2,7.268254,0.307478997,453,0.85089,2667,3134.365194090893
1323,453,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1324,453,186.82230615706607,3,1,3,6,52.0,Guadalupe,2,0,3,18.92585,-1.0,453,0.85089,2667,3134.365194090893
1325,453,175.90828827160178,6,1,2,6,52.0,Guadalupe,1,0,2,5.042825,0.307478997,453,0.85089,2667,3134.365194090893
1326,453,175.90828827160178,3,1,3,6,52.0,Guadalupe,1,0,3,0.307478997,7.151176,453,0.85089,2667,3134.365194090893
1327,453,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1328,453,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,5.654429,-1.0,453,0.85089,2667,3134.365194090893
1329,453,175.90828827160178,3,1,3,6,52.0,Guadalupe,0,2,3,3.833691,-1.0,453,0.85089,2667,3134.365194090893
1330,453,197.73632404253047,2,1,3,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1331,451,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,451,0.582258,3568,6127.867714999193
1332,75,19.13292247998865,2,1,1,2,81.0,Hidalgo,0,1,2,11.655,-1.0,75,1.643266,1017,618.8894555111589
1333,455,197.73632404253047,1,1,1,5,52.0,Guadalupe,0,0,1,-1.0,-1.0,455,0.850812,3088,3629.473961345162
1334,455,177.892655159868,3,1,2,6,52.0,Guadalupe,1,0,2,1.758,7.566095,455,0.850812,3088,3629.473961345162
1335,455,190.4603121188876,4,1,2,6,52.0,Guadalupe,1,0,4,6.503631,-1.0,455,0.850812,3088,3629.473961345162
